theme,question,option_a,option_b,option_c,option_d,correct,level
Star Wars,Which fantastical Star Wars vehicle was mistaken for a military tank by the Libyan government during the production of A New Hope?,TIE Fighter,X-Wing,The Jawa Sandcrawler,The Millennium Falcon,C,2
Star Wars,"While filming The Empire Strikes Back, Darth Vader did not actually say, No, I am your father in order to keep the film’s big twist under wraps. What line was spoken instead?",The dark side claims you,Obi Wan killed your father,I am your father,You killed your father,B,2
Star Wars,What was the first made-for-TV Star Wars spin-off titled?,Droids,Ewoks,Star Wars Holiday Special,Star Wars: Clone Wars,C,2
Star Wars,What is R2D2 alternately known as in some Spanish-speaking countries?,Astromech,Bebe,R2-D2,Arturito,D,2
Star Wars,Which ’90s boy band was originally supposed to appear in Attack of the Clones?,98 Degrees,Boyz II Men,Backstreet Boys,NSYNC,D,2
Star Wars,What was Yoda’s name in early outlines for The Empire Strikes Back?,Green Master,Buffy,Wise One,Mini,B,2
Star Wars,Which Star Wars character references the Beastie Boys in terms of both his name and his costume design?,Wedge Antilles,Lando Calrissian,Nien Nunb,Ello Asty,D,2
Star Wars,What planet is Obi-Wan Kenobi from?,Naboo,Tatooine,Coruscant,Stewjon,D,2
Star Wars,What actress played Princess Leia in Star Wars: Return of the Jedi?,Daisy Ridley,Lupita Nyong'o,Natalie Portman,Carrie Fisher,D,2
Star Wars,What planet is Rey from?,Coruscant,Ahch-To,Tatooine,Jakku,D,2
Star Wars,What color is RD-D2?,Green and silver,Yellow and blue,Red and black,Blue and white,D,2
Star Wars,What planet is Padme Amidala from?,Coruscant,Alderaan,Tatooine,Naboo,D,2
Star Wars,"True or false: R2-D2 originally had dialogue, with actual speaking parts.",Only in sequels,Only in prequels,TRUE,FALSE,C,2
Star Wars,Variations on what line have made it into every film in the saga?,These aren't the droids you're looking for,May the Force be with you,I have a bad feeling about this.,"Help me, Obi-Wan Kenobi",C,2
Star Wars,What type of dog was the inspiration for Chewbacca according to George Lucas?,German Shepherd,Poodle,Labrador,Alaskan Malamute,D,2
Star Wars,The first appearance of the Emperor was a composite of the character designer's wife and which animal?,A horse,A cat,A chimpanzee,A dog,C,2
Star Wars,How many estimated deaths are there in the original trilogy?,"Approximately 500,000,000","Approximately 3,000,000,000","Approximately 1,000,000,000","Approximately 2,002,795,192",D,2
Star Wars,Which episode number is the first Star Wars film?,V,VI,I,IV,D,2
Star Wars,What was Han Solo frozen in?,Stasis,Cryo-sleep,Ice,Carbonite,D,2
Star Wars,And for how long was he frozen?,Three years,About one year,Two years,Six months,B,2
Star Wars,How many forms of communication is C-3P0 fluent in?,Over 100 million,Over 10 million,Over 6 million,Over 1 million,C,2
Star Wars,Where does Rey find Luke Skywalker?,Starkiller Base,Takodana,Jakku,Ahch-To,D,2
Star Wars,Who killed Mace Windu?,General Grievous,Count Dooku,Darth Vader,Darth Sidious,D,2
Star Wars,What is the name of Anakin's stepbrother?,Qui-Gon Jinn,Cliegg Lars,Shmi Skywalker,Owen Lars,D,2
Star Wars,Who was Boba Fett's father?,Clone Trooper,Han Solo,Jango Fett,Darth Vader,C,2
Star Wars,What was Galen Erso's nickname for his daughter?,Galaxy,Moonbeam,Stardust,Starlight,C,2
Star Wars,What is the name of the female member of the Jedi High Council who is of the same species as Yoda?,Even Piell,Saesee Tiin,Yarael Poof,Yaddle,D,2
Star Wars,What model of aircraft did Luke use to bullseye Womp Rats?,Speeder Bike,TIE Fighter,X-Wing,T-16 skyhopper,D,2
Star Wars,Han Solo boasted that the Millennium Falcon made the Kessel Run in less than how many parsecs?,20,10,15,12,D,2
Star Wars,"Who was the first character to speak in the first Star Wars film, A New Hope?",Obi-Wan Kenobi,R2-D2,C-3PO,Luke Skywalker,C,2
Star Wars,Princess Leia tells Grand Moff Tarkin the rebel base is located on what planet?,Endor,Yavin,Hoth,Dantooine,D,2
Star Wars,Who was Luke Skywalker's gunner during the Battle of Hoth?,Porkins,Biggs Darklighter,Dak Ralter,Wedge Antilles,C,2
Star Wars,What species is Greedo?,Zabrak,Twi'lek,Trandoshan,Rodian,D,2
Star Wars,In which movie did Yoda NOT appear in any form?,The Phantom Menace,The Empire Strikes Back,Return of the Jedi,A New Hope,D,2
Star Wars,In what system are Han and Leia before traveling to Bespin?,Corellian,Yavin,Hoth,Anoat,D,2
Star Wars,What species is native to Endor?,Gungan,Neimoidian,Wookiee,Ewok,D,2
Star Wars,Which actor is the only one who's appeared in every single Star Wars movie to date?,Carrie Fisher,Harrison Ford,Mark Hamill,Anthony Daniels (C-3PO),D,2
Star Wars,Which stormtrooper wasn't able to complete his mission in Star Wars: The Force Awakens?,General Hux,Captain Phasma,FN-2003,FN-2187,D,2
Star Wars,What were Padmé's last words?,The Republic will fall,"Anakin, help me",I love you,Obi-Wan...there...is good in him. I know there is.,D,2
Star Wars,What kind of vehicle did Rey live in?,Speeder,Star Destroyer,X-Wing,An AT-AT,D,2
Star Wars,"According to Master Yoda, how many Sith are always out there?",Four,Three,One,Two,D,2
Star Wars,What happened to Anakin Skywalker during his first battle against Count Dooku?,He was captured,He was blinded,He lost his left leg,He lost his right arm.,D,2
Star Wars,Who played the part of Commander Cody?,Ahmed Best,Temuera Morrison,Ewan McGregor,Hayden Christensen,B,2
Star Wars,What is Baby Yoda’s real name?,Ahsoka,Yaddle,Din Djarin,Grogu,D,3
Star Wars,Where did Obi-Wan take Luke after his birth?,Naboo,Dagobah,Coruscant,Tatooine,D,3
Star Wars,Who is Palpatine’s granddaughter?,Ahsoka,Padmé,Leia,Rey,D,3
Star Wars,Who was Anakin Skywalker’s Padawan?,Mace Windu,Yoda,Obi-Wan Kenobi,Ahsoka Tano,D,3
Star Wars,What is Mando’s real name from The Mandalorian?,Cobb Vanth,Boba Fett,Jango Fett,Din Djarin,D,3
Star Wars,Who had the highest midi-chlorian count in Star Wars?,Obi-Wan Kenobi,Yoda,Luke Skywalker,Anakin Skywalker,D,3
Star Wars,What year did the first Star Wars movie come out?,2015,1999,1980,1977,D,3
Star Wars,Where is Jabba the Hutt’s Palace located?,Jakku,Coruscant,Naboo,Tatooine,D,3
Star Wars,What’s the name of Boba Fett’s ship?,Razor Crest,X-wing,Millennium Falcon,Slave I,D,3
Star Wars,Who are Kylo Ren’s parents?,Anakin and Padmé,Luke Skywalker and Rey,Han Solo and Princess Leia,Obi-Wan and Satine,C,3
Star Wars,Who killed Qui-Gon Jinn?,General Grievous,Count Dooku,Darth Vader,Darth Maul,D,3
Star Wars,"According to Yoda, there are always how many Sith Lords … no more, no less?",Four,Three,One,Two,D,3
Star Wars,What is the episode number of the very first Star Wars film?,VII,V,I,IV,D,3
Star Wars,Who built C-3PO?,Watto,Qui-Gon Jinn,George Lucas,Anakin Skywalker,D,3
Star Wars,What is the name of Han Solo’s ship?,Tantive IV,Ghost,Slave I,The Millennium Falcon,D,3
Star Wars,Who acted as Queen Amidala’s decoy?,Winter,Mon Mothma,Padmé herself,Her handmaiden Sabé,D,3
Star Wars,What was Finn’s stormtrooper number?,SL-89,TK-421,FN-2003,FN-2187,D,3
Star Wars,Where was Yoda’s home in his final years?,Endor,Kashyyyk,Tatooine,Dagobah,D,3
Star Wars,Chancellor Palpatine was which Sith Lord?,Darth Plagueis,Darth Maul,Darth Tyranus,Darth Sidious,D,3
Star Wars,Han Solo was frozen in what?,Beskar,Kyber crystal,Hoth ice,Carbonite,D,3
Star Wars,Who had Rey’s parents taken and killed?,Darth Vader,Snoke,Kylo Ren,Palpatine,D,3
Star Wars,Luke lost which of his hands in a fight with Darth Vader?,Neither hand,Both hands,His left hand,His right hand,D,3
Star Wars,Finish this quote from The Mandalorian: This is the ___,Republic,Empire,Force,Way,D,3
Star Wars,Who killed Jabba?,Chewbacca,Han Solo,Luke Skywalker,Princess Leia,D,3
Star Wars,Who adopted Anakin and Padmé’s daughter?,Obi-Wan Kenobi,Mon Mothma,Owen Lars,Bail Organa,D,3
Star Wars,"On Tatooine, what name did Obi-Wan go by?",Rex,Hondo,Qui-Gon,Ben,D,3
Star Wars,Anakin Skywalker grew up to be who?,Kylo Ren,Luke Skywalker,Obi-Wan Kenobi,Darth Vader,D,3
Star Wars,The Lion King‘s Mufasa and which Star Wars character were voiced by the same actor (James Earl Jones)?,Lando Calrissian,Yoda,Han Solo,Darth Vader,D,3
Star Wars,"Per Yoda, what is the path to the dark side?",Aggression,Hate,Anger,Fear,D,3
Star Wars,What species is Chewbacca?,Twi'lek,Mon Calamari,Ewok,Wookiee,D,3
Star Wars,Padmé was Queen of what?,Tatooine,Coruscant,Alderaan,Naboo,D,3
Star Wars,What is Kylo Ren’s birth name?,Han Solo Jr.,Anakin Solo,Luke Solo,Ben Solo,D,3
Star Wars,Who created Star Wars?,Jon Favreau,Rian Johnson,J.J. Abrams,George Lucas,D,3
Star Wars,Who is Luke and Leia’s father?,Qui-Gon Jinn,Palpatine,Obi-Wan Kenobi,Darth Vader,D,3
Star Wars,Who told Anakin there is another Skywalker?,Mace Windu,Padmé,Obi-Wan Kenobi,Yoda,D,3
Star Wars,Who did Leia make acting general?,Admiral Ackbar,Lando Calrissian,Finn,Poe Dameron,D,3
Star Wars,"Which character said: Help me, Obi-Wan Kenobi. You are my only hope.",Mon Mothma,Padmé,Rey,Princess Leia,D,3
Star Wars,Bo-Katan wanted what from Moff Gideon in The Mandalorian?,A starship,The Child,Beskar armor,The Darksaber,D,3
Star Wars,Which film was the final installment of the Skywalker Saga?,Revenge of the Sith,The Force Awakens,The Last Jedi,The Rise of Skywalker,D,3
Star Wars,Where was Baby Yoda when Order 66 was initiated?,Kamino,Naboo,Tatooine,Coruscant,D,3
Star Wars,What color was Mace Windu’s lightsaber?,Red,Green,Blue,Purple,D,3
Star Wars,What color was Yoda’s lightsaber?,Yellow,Purple,Blue,Green,D,3
Star Wars,C-3PO is fluent in how many forms of communication?,Over ten million,One million,Six thousand,Over six million,D,3
Star Wars,What species is Jar Jar Binks?,Neimoidian,Zabrak,Nautolan,Gungan,D,3
Star Wars,What is the name of Anakin’s stepbrother?,Shmi Skywalker,Cliegg Lars,Luke Skywalker,Owen Lars,D,3
Star Wars,Who was Boba Fett’s father?,Mace Windu,Qui-Gon Jinn,Han Solo,Jango Fett,D,3
Star Wars,Who composed the soundtrack album to the 1977 film Star Wars?,James Earl Jones,Mark Hamill,George Lucas,John Williams,D,3
Star Wars,Who killed Mace Windu?,Count Dooku,Darth Maul,Anakin Skywalker,Darth Sidious,D,3
Star Wars,What is the name of the female member of the Jedi High Council who is of the same species as Yoda?,Even Piell,Oppo Rancisis,Yarael Poof,Yaddle,D,3
Star Wars,What was Galen Erso’s nickname for his daughter?,Galen Jr.,Lyra,Jyn,Stardust,D,3
Star Wars,"True or False, Boba Fett survived the Sarlacc pit",FALSE,TRUE,,,B,3
Star Wars,How many episodes are in the Skywalker Saga?,Twelve,Three,Six,Nine,D,3
Star Wars,Who is known for saying the line: I have spoken?,Cara Dune,Mando,Baby Yoda,Kuiil,D,3
Star Wars,Who does Baby Yoda leave with in The Mandalorian Season 2 finale?,The Mandalorians,Ahsoka Tano,Yoda,Luke Skywalker and R2-D2,D,3
Star Wars,Who played Princess Leia?,Billie Lourd,Daisy Ridley,Natalie Portman,Carrie Fisher,D,3
Star Wars,Where does Rey find Luke Skywalker?,Exegol,Jakku,Ahch-To,Takodana,C,3
Star Wars,Which actor played Luke Skywalker?,Adam Driver,Alden Ehrenreich,Harrison Ford,Mark Hamill,D,3
Star Wars,"What character did Carrie Fisher’s daughter, Billie Lourd, play in Star Wars?",Jannah,Rey,Rose Tico,Lieutenant Kaydel Connix,D,3
Star Wars,Who does Obi-Wan say was the Chosen One?,Yoda,Rey,Luke Skywalker,Anakin,D,3
Star Wars,Who directed Star Wars: The Force Awakens?,Gareth Edwards,George Lucas,Rian Johnson,J.J. Abrams,D,3
Star Wars,Who directed Star Wars: The Last Jedi?,Jon Favreau,Colin Trevorrow,J.J. Abrams,Rian Johnson,D,3
Star Wars,Who does BB-8 belong to?,Kylo Ren,Rey,Finn,Poe Dameron,D,3
Star Wars,How many children does Darth Vader have?,None,Three,One,Two,D,3
Star Wars,Lightsabers are powered by what type of crystal?,Quartz crystal,Sith crystal,Midi-chlorian crystal,Kyber crystal,D,3
Star Wars,Which actor played Lando Calrissian?,Liev Schreiber,Harrison Ford,Donald Glover,Billy Dee Williams,D,3
Star Wars,Where do Rey and BB-8 first meet?,Starkiller Base,Takodana,Ahch-To,Jakku,D,3
Star Wars,Who directed Star Wars: The Rise of Skywalker?,D.B. Weiss,David Benioff,Rian Johnson,J.J. Abrams,D,3
Star Wars,"Who said, I know what I have to do, but I don’t know that I have the strength to do it?",Rey,Anakin Skywalker,Luke Skywalker,Kylo Ren,D,3
Star Wars,"According to Luke, confronting what is the destiny of a Jedi?",The Empire,Death,The dark side,Fear,D,3
Star Wars,Who does Finn kiss in The Last Jedi?,Holdo,Phasma,Rey,Rose,D,3
Star Wars,What is Luke Skywalker’s home planet?,Endor,Coruscant,Naboo,Tatooine,D,3
Star Wars,What color is Mace Windu’s lightsaber?,Red,Green,Blue,Purple,D,3
Star Wars,"In The Rise of Skywalker, Rey is revealed to be the granddaughter of which Star Wars character?",Yoda,Obi-Wan,Vader,Palpatine,D,3
Star Wars,What message does Princess Leia send to Obi-Wan Kenobi in A New Hope?,May the Force be with you.,I am your father.,The Force is with you.,"Help me, Obi-Wan Kenobi — you’re my only hope.",D,3
Star Wars,Who built C-3P0?,R2-D2,Luke Skywalker,Obi-Wan Kenobi,Anakin Skywalker,D,3
Star Wars,On which planet did Anakin Skywalker and Padmé Amidala first meet?,Mustafar,Coruscant,Naboo,Tatooine,D,3
Star Wars,Around how old is Yoda when he trains Luke Skywalker in The Empire Strikes Back?,2000 years old,500 years old,100 years old,900 years old,D,3
Star Wars,Which characters escape Jakku aboard the Millennium Falcon in The Force Awakens?,Yoda and Mace,"Luke, Leia and Han",Anakin and Obi-Wan,"Rey, Finn and BB-8",D,3
Star Wars,What species is Chewbacca?,Hutt,Gungan,Ewok,Wookie,D,3
Star Wars,Who plays Obi-Wan Kenobi in the original Star Wars trilogy?,Harrison Ford,Mark Hamill,Ewan McGregor,Alec Guinness,D,3
Star Wars,What does Han Solo say after Princess Leia tells him she loves him in The Empire Strikes Back?,I’ll be back.,I love you too.,May the Force be with you.,I know.,D,3
Star Wars,How old was Padmé Amidala when she was elected Queen of Naboo?,25,21,18,14,D,3
Star Wars,What was Finn’s stormtrooper code name in The Force Awakens?,FN-2003,ST-1138,TK-421,FN-2187,D,3
Star Wars,What bear-like species inhabit the forest moon of Endor in Return of the Jedi?,Tusken Raiders,Jawas,Wookies,Ewoks,D,3
Star Wars,Who plays Anakin Skywalker in the Star Wars prequels?,David Prowse,Mark Hamill,Jake Lloyd,Hayden Christensen,D,3
Star Wars,Who strikes down Obi-Wan Kenobi in A New Hope?,Count Dooku,Emperor Palpatine,Darth Maul,Darth Vader,D,3
Star Wars,What species is Jar Jar Binks?,Rodian,Ewok,Wookie,Gungan,D,3
Star Wars,Who adopts Luke Skywalker after he’s born?,Yoda,Obi-Wan Kenobi,His aunt and uncle,His step-uncle,C,3
Star Wars,Who gave Kylo Ren the scar on his face?,Snoke,Poe Dameron,Finn,Rey,D,3
Star Wars,What is the name of the bounty hunter who captures Han Solo in The Empire Strikes Back?,Dengar,IG-88,Jango Fett,Boba Fett,D,3
Star Wars,What species is Darth Maul?,Chiss,Twi'lek,Zabrak,Dathomirian,C,3
Star Wars,Who typically wields a blue lightsaber?,A Sith Lord,A Jedi Consular,A Jedi Sentinel,A Jedi Guardian,D,3
Star Wars,What body part does Luke Skywalker lose during his fight with Darth Vader in The Empire Strikes Back?,His foot,His leg,His arm,His hand,D,3
Star Wars,Who issued Order 66 in Revenge of the Sith?,Yoda,Mace Windu,Darth Vader,Palpatine,D,3
Star Wars,Where does Rey find Luke Skywalker at the end of The Force Awakens?,Starkiller Base,Takodana,Jakku,Ahch-To,D,3
Star Wars,What vehicle does a young Anakin Skywalker race in The Phantom Menace?,Swoop,Landspeeder,Speeder bike,Podracer,D,3
Star Wars,Which two comedians voice BB-8?,Adam Sandler and Rob Schneider,Will Ferrell and John C. Reilly,Seth Rogen and James Franco,Bill Hader and Ben Schwartz,D,3
Star Wars,How is Kylo Ren related to Luke Skywalker?,Kylo Ren is Luke Skywalker’s father.,Kylo Ren is Luke Skywalker’s son.,Kylo Ren is Luke Skywalker’s nephew.,Kylo Ren is Luke Skywalker’s brother.,C,3
Star Wars,Who killed Jabba the Hutt in Return of the Jedi?,Lando Calrissian,Han Solo,Luke Skywalker,Princess Leia,D,3
Star Wars,"In Star Wars, what is the energy created by all life that connects everything in the universe?",Midi-chlorians,The Dark Side,The Light Side,The Force,D,3
Star Wars,What is Poe Dameron’s job in the Resistance’s Starfighter Corps?,Spy,Mechanic,Commander,Fighter pilot,D,3
Star Wars,Who witnessed Padmé Amidala and Anakin Skywalker’s marriage?,Bail and Breha,Palpatine and Mace,Obi-Wan and Yoda,R2-D2 and C-3PO,D,3
Star Wars,What is Kylo Ren’s real name?,Anakin Solo,Luke Solo,Han Solo Jr.,Ben Solo,D,3
Star Wars,What was the name of the space station commonly considered the Empire’s deadliest weapon?,Home One,Executor,Starkiller Base,The Death Star,D,3
Star Wars,How many languages can C-3PO speak?,"10,000",1 million,1000,6 million,D,3
Star Wars,On which planet do Anakin Skywalker and Obi-Wan Kenobi duel in Revenge of the Sith?,Tatooine,Naboo,Coruscant,Mustafar,D,3
Star Wars,Who plays Padmé Amidala in the Star Wars prequels?,Felicity Jones,Daisy Ridley,Carrie Fisher,Natalie Portman,D,3
Star Wars,Who owned the Millennium Falcon before Han Solo?,Qui-Gon Jinn,Jabba the Hutt,Obi-Wan Kenobi,Lando Calrissian,D,3
Star Wars,Who said I’m just a simple man trying to make my way in the universe?,Lando Calrissian,Boba Fett,Han Solo,Jango Fett,D,3
Star Wars,What’s the name of the bar first seen in A New Hope?,Outlander Club,Dex's Diner,Chalmun's Cantina,Mos Eisley Cantina,D,3
Star Wars,Which high-ranking official in the First Order was revealed to be a spy for the Resistance in The Rise of Skywalker?,Kylo Ren,Captain Phasma,General Pryde,General Hux,D,3
Star Wars,How old was Anakin Skywalker when he fought in the Clone Wars?,30,25,15,19,C,3
Star Wars,What is Chewbacca’s home planet?,Ryloth,Felucia,Endor,Kashyyyk,D,3
Star Wars,Who kills Han Solo in The Force Awakens?,Phasma,Finn,Kylo Ren,Snoke,C,3
Star Wars,What are Yoda’s dying words in Return of the Jedi?,Fear is the path to the dark side.,"The Force will be with you, always.","Do or do not, there is no try.",There is another Skywalker,D,3
Star Wars,Which character has appeared in the most Star Wars films?,Darth Vader,Luke Skywalker,R2-D2,C-3PO,D,3
Star Wars,Who said The dark side of the Force is a pathway to many abilities some consider to be unnatural?,Mace Windu,Obi-Wan,Yoda,Palpatine,D,3
Star Wars,What year was Episode I — The Phantom Menace released?,2005,1983,1977,1999,D,3
Star Wars,What kind of lightsaber did Darth Maul originally have in The Phantom Menace?,A crossguard lightsaber,A single-bladed lightsaber,A curved-hilt lightsaber,A double-bladed lightsaber,D,3
Star Wars,What is the highest-grossing Star Wars movie?,Rogue One,The Last Jedi,A New Hope,The Force Awakens,D,3
Star Wars,How many Jedi sit on the Jedi Council?,15,6,10,12,C,3
Star Wars,Where did George Lucas film scenes of the planet Tatooine in A New Hope?,Arizona,Morocco,Tunisia,Death Valley National Park,D,3
Lord of the Rings,Where do the hobbits live?,The Shire,Rohan,Gondor,Mordor,A,1
Lord of the Rings,Which kingdom answers Gondor’s calls for aid?,The Shire,Rohan,Lothlórien,Rivendell,B,1
Lord of the Rings,How many members of the Fellowship set out from Rivendell?,7,9,11,13,B,1
Lord of the Rings,Which actor portrays Gandalf?,Sean Connery,Sir Ian McKellen,Christopher Lee,Hugo Weaving,B,1
Lord of the Rings,In what year was The Fellowship of the Ring originally published?,1944,1954,1964,1974,B,1
Lord of the Rings,Which country was The Lord of the Rings filmed in?,England,Australia,New Zealand,Scotland,C,1
Lord of the Rings,How many Oscars did The Return of the King win?,7,9,11,13,C,1
Lord of the Rings,In what age is Lord of the Rings set?,The First Age,The Second Age,The Third Age,The Fourth Age,C,1
Lord of the Rings,What is the name of the giant spider that attacks Frodo?,Aragog,Shelob,Ungoliant,Mirkwood Spider,B,1
Lord of the Rings,Who tosses Gimli at Helm’s Deep?,Legolas,Aragorn,Gandalf,Treebeard,B,1
Lord of the Rings,What forest did Merry & Pippin escape into in The Two Towers?,Mirkwood,Lothlórien,Fangorn Forest,Old Forest,C,1
Lord of the Rings,"After Sauron’s defeat, what name was Aragorn crowned as?",King Aragorn,King Elessar,King Telcontar,King Isildur,B,1
Lord of the Rings,What relation is Frodo to Bilbo Baggins?,Nephew,Son,Cousin,Uncle,C,1
Lord of the Rings,How many rings were created for Men?,3,6,9,12,C,1
Lord of the Rings,What are Denethor II’s 2 sons called?,Aragorn & Faramir,Boromir & Faramir,Boromir & Théoden,Faramir & Éomer,B,1
Lord of the Rings,What age does Bilbo celebrate turning in The Fellowship of the Ring?,99,111,121,133,B,1
Lord of the Rings,Who kills Saruman the White?,Gandalf,Aragorn,Grima Wormtongue,Théoden,C,1
Lord of the Rings,What is the name of the story Bilbo wrote about his adventures?,The Hobbit,There and Back Again: A Hobbit’s Tale by Bilbo Baggins,The Silmarillion,Unfinished Tales,B,1
Lord of the Rings,The Battle of the Pelennor Fields was fought to defend which city?,Edoras,Minas Tirith,Osgiliath,Isengard,B,1
Lord of the Rings,What language forms the inscription on the One Ring?,Elvish,Dwarvish,Black Speech,Westron,C,1
Lord of the Rings,Who killed the Witch-king of Angmar in The Return of the King?,Aragorn,Gandalf,Éowyn,Merry,C,1
Lord of the Rings,What type of bread do Sam and Frodo eat on their journey?,Cram,Lembas bread,Seed-cake,Waybread,B,1
Lord of the Rings,How many Black Riders are sent to retrieve the ring from Frodo in the Shire?,3,6,9,12,C,1
Lord of the Rings,What was the password to open the gates to Moria?,Friend,"Mellon, the Elvish word for friend",Durin,Imladris,B,1
Lord of the Rings,The Balrog fought by Gandalf is also known by what name?,Flame of Udûn,Durin’s Bane,Shadow of Morgoth,Fire-drake,B,1
Lord of the Rings,What 2 gifts does Bilbo give to Frodo at Rivendell?,Ring & sword,His sword Sting & a mithril vest,Book & pipe,Cloak & brooch,B,1
Lord of the Rings,Who voices Treebeard?,Ian Holm,John Rhys-Davies,Billy Connolly,Brian Blessed,B,1
Lord of the Rings,What do Merry and Pippin steal from Gandalf in the Shire?,Pipe-weed,Fireworks,A ring,Mushrooms,B,1
Lord of the Rings,Which character ruled Lothlórien?,Elrond,Thranduil,Galadriel,Celeborn,C,1
Lord of the Rings,What sword does Elrond give to Aragorn?,Glamdring,Orcrist,Andúril,Narsil,C,1
Lord of the Rings,Who does Gandalf find eaves-dropping at the window of Bag End?,Frodo,Merry,Samwise Gamgee,Pippin,C,1
Lord of the Rings,What name is given to the large elephant-like creatures used in battle?,Trolls,Wargs,Mûmakil or Oliphaunts,Ents,C,1
Lord of the Rings,Which character becomes the King of Rohan after Theoden dies on Pelennor Fields?,Aragorn,Éomer,Théodred,Háma,B,1
Lord of the Rings,What are the surnames of Merry and Pippin?,Baggins & Took,Took & Brandybuck,Gamgee & Cotton,Brandybuck & Bolger,B,1
Lord of the Rings,Which actor portrays Sméagol and Gollum?,Elijah Wood,Andy Serkis,Orlando Bloom,Viggo Mortensen,B,1
Lord of the Rings,What is the name of the inn where Frodo and the hobbits first meet Aragorn?,The Green Dragon,The Golden Perch,The Prancing Pony,The Ivy Bush,C,1
Lord of the Rings,Who cut the One Ring from Sauron’s finger?,Elendil,Gil-galad,Isildur,Anárion,C,1
Lord of the Rings,What fake name did Gandalf give to Frodo before he left the Shire?,Mr. Baggins,Mr. Underhill,Mr. Gamgee,Mr. Took,B,1
Lord of the Rings,Gandalf tells Aragorn to look east at dawn on which day?,The 1st day,The 3rd day,The 5th day,The 7th day,C,1
Lord of the Rings,Which character does Aragorn marry after he is crowned King of Gondor?,Galadriel,Éowyn,Arwen,Eowyn,C,1
Lord of the Rings,Which 3 characters leave Middle Earth along with the elves at the end of The Return of the King?,"Merry, Pippin & Sam","Frodo, Sam & Gandalf","Bilbo, Frodo and Gandalf","Legolas, Gimli & Aragorn",C,1
Lord of the Rings,What colour is the gate of Mordor?,Red,Black,Gold,Silver,B,1
Lord of the Rings,Who does Samwise marry at the end of the trilogy?,Rosie Cotton,Diamond of Long Cleft,Primula Brandybuck,Bell Gamgee,A,1
Lord of the Rings,Which character says: ‘One does not simply walk into Mordor?’,Gandalf,Aragorn,Boromir,Legolas,C,1
Lord of the Rings,What colour does Frodo’s sword glow when orcs are nearby?,Red,Green,Blue,White,C,1
Lord of the Rings,How does Gandalf escape from Isengard?,He rides Shadowfax,He climbs the tower,The Great Eagles save him,He uses magic,C,1
Lord of the Rings,What is Samwise’s occupation?,Cook,Gardener,Blacksmith,Innkeeper,B,1
Lord of the Rings,Who did Sméagol kill on his birthday after he discovered the ring in a river?,His brother,"Déagol, his best friend and cousin",His uncle,A fisherman,B,1
Lord of the Rings,In what year was the animated Lord of the Rings movie starring John Hurt released?,1968,1978,1988,1998,B,1
Lord of the Rings,"Which character says: “My friends, you bow to no one”?",Gandalf,Elrond,"Aragorn (to Frodo, Sam, Merry & Pippin)",Galadriel,C,1
Lord of the Rings,"'One ring to bring them all, and in the darkness bind them. In the land of Mordor...'",Where the shadows lie,Where the shadows die,Where the shadows fly,Where the shadows lie,A,2
Lord of the Rings,What two items does Bilbo give to Frodo in Rivendell?,Mithril shirt and sword,Ring and map,Pipe and book,Cloak and boots,A,2
Lord of the Rings,What is Gandalf known as to the Elves?,Mithrandir,Stormcrow,Greyhame,Olórin,A,2
Lord of the Rings,"There are four Hobbits, Merry, Pippin, Frodo, and Samwise. What are their last names?","Brandybuck, Took, Baggins, and Gamgee","Baggins, Took, Brandybuck, and Cotton","Gamgee, Baggins, Took, and Brandybuck","Took, Gamgee, Baggins, and Brandybuck",A,2
Lord of the Rings,Who cures Frodo in Rivendell?,Elrond,Gandalf,Aragorn,Galadriel,A,2
Lord of the Rings,Who are three patients cured by Aragorn in 'The Return Of The King'?,"Faramir, Merry, Eowyn","Frodo, Sam, Pippin","Boromir, Theoden, Denethor","Legolas, Gimli, Treebeard",A,2
Lord of the Rings,Who later tells Frodo that he learned of Boromir's death by finding his body floating down the river in a boat?,Faramir,Aragorn,Gandalf,Elrond,A,2
Lord of the Rings,What alias does Eowyn use to travel with the Riders of Rohan and fight in the battle of the Pellenor Fields?,Dernhelm,Eothain,Theodwyn,Shieldmaiden,A,2
Lord of the Rings,What race is Smeagol?,Hobbit (Stoor),Elf,Dwarf,Man,A,2
Lord of the Rings,Who is attacked by Black Riders in the town of Bree while out for some fresh air?,Merry,Frodo,Sam,Pippin,A,2
Lord of the Rings,Who is the only one of the Fellowship who refuses to go into Lothlorien?,Boromir,Gimli,Legolas,Aragorn,A,2
Lord of the Rings,Who are the last two members of the fellowship who sail across the sea to the Undying Lands?,Legolas and Gimli,Frodo and Gandalf,Sam and Bilbo,Aragorn and Arwen,A,2
Lord of the Rings,Which member of the thirteen Dwarves in 'The Hobbit' does Frodo meet in Rivendell?,Gloin,Thorin,Balin,Dwalin,A,2
Lord of the Rings,"Who makes Gandalf, Aragorn, Gimli, and Legolas lay down their weapons before they can enter the Great Hall and speak with Theoden?",Hama,Grima,Theoden,Eomer,A,2
Lord of the Rings,What is written on the doors into Moria?,Speak Friend and Enter,Speak the Word and Enter,Friend and Enter,Mellon and Enter,A,2
Lord of the Rings,Who does Gandalf borrow Shadowfax from?,Theoden,Eomer,Rohan King,Treebeard,A,2
