theme,question,option_a,option_b,option_c,option_d,correct,level
Pirates of the Caribbean,Which character said 'This is either madness ... or brilliance'?,A. Jack Sparrow,B. Elizabeth Swann,C. Will Turner,D. Hector Barbossa,C,1
Pirates of the Caribbean,Which movie was the highest-grossing film of 2006?,A. The Curse of the Black Pearl,B. Dead Man's Chest,C. At World's End,D. On Stranger Tides,B,1
Pirates of the Caribbean,The Black Pearl ship was fashioned from what?,A. A wooden galleon,B. An oil tanker,C. A modern yacht,D. A submarine,B,1
Pirates of the Caribbean,In Dead Man's Chest what is Calypso?,A. A sea monster,B. Greek goddess of the sea,C. A pirate ship,D. A cursed treasure,B,1
Pirates of the Caribbean,Which character said 'Why is the rum gone'?,A. Elizabeth Swann,B. Will Turner,C. Hector Barbossa,D. Jack Sparrow,D,1
Pirates of the Caribbean,How many Disney theme parks feature a Pirates of the Caribbean ride?,A. Two,B. Three,C. Four,D. Five,D,1
Pirates of the Caribbean,"In ""At World's End"" what song do the captured prisoners sing at the beginning?",A. Yo Ho a Pirate's Life for Me,B. Hoist the Colors,C. Fifteen Men on a Dead Man's Chest,D. Blow the Man Down,B,1
Pirates of the Caribbean,"In which movie is the governor's daughter Elizabeth captured?",A. Dead Man's Chest,B. At World's End,C. The Curse of the Black Pearl,D. On Stranger Tides,C,1
Pirates of the Caribbean,Which character said 'Did everyone see that? Because I will not be doing it again'?,A. Will Turner,B. Jack Sparrow,C. Elizabeth Swann,D. Hector Barbossa,B,1
Pirates of the Caribbean,Which movie is the top box office earner?,A. The Curse of the Black Pearl,B. Dead Man's Chest,C. At World's End,D. On Stranger Tides,B,1
Pirates of the Caribbean,Who does the character James Norrington want to marry?,A. Tia Dalma,B. Angelica,C. Elizabeth Swann,D. Anamaria,C,1
Pirates of the Caribbean,What is the name of the actor who played Captain Hector Barbossa?,A. Johnny Depp,B. Orlando Bloom,C. Geoffrey Rush,D. Bill Nighy,C,1
Pirates of the Caribbean,What is Jack Sparrow's catchphrase?,A. Yo ho ho,B. Savvy?,C. Arrgh,D. Shiver me timbers,B,1
Pirates of the Caribbean,"Which film showed a pirate's eye patch for the first time in the franchise?",A. Dead Man's Chest,B. The Curse of the Black Pearl,C. At World's End,D. On Stranger Tides,C,1
Pirates of the Caribbean,"'Drink up me hearties yo-ho' is the last line Jack Sparrow said at the end of which film?",A. Dead Man's Chest,B. The Curse of the Black Pearl,C. At World's End,D. On Stranger Tides,B,1
Pirates of the Caribbean,"During the final cannon shot in ""The Curse of the Black Pearl"" smoke billows into what famous shape?",A. A skull,B. Mickey Mouse,C. A ship,D. A heart,B,1
Pirates of the Caribbean,"Which film in the series features the final appearance of the character Elizabeth Swann?",A. Dead Man's Chest,B. On Stranger Tides,C. At World's End,D. Dead Men Tell No Tales,C,1
Pirates of the Caribbean,What was the first movie to ever premiere at Disneyland?,A. Dead Man's Chest,B. At World's End,C. The Curse of the Black Pearl,D. On Stranger Tides,C,1
Pirates of the Caribbean,True or false: Jack Sparrow is the only Jack in the movies.,A. True,B. False,C. Not mentioned,D. Partially true,B,1
Pirates of the Caribbean,What is the anticipated title of the fifth movie in the film franchise?,A. At World's End,B. Dead Men Tell No Tales,C. On Stranger Tides,D. The Curse of the Black Pearl,B,1
Pirates of the Caribbean,"In ""At World's End"" which character says 'Perhaps they no longer believe that a gathering of squabbling pirates can defeat the Flying Dutchman'?",A. Will Turner,B. Elizabeth Swann,C. Lord Cutler Beckett,D. Jack Sparrow,C,1
Pirates of the Caribbean,"In ""The Curse of the Black Pearl"" the Isla de Muerta is Spanish for what phrase?",A. Island of treasure,B. Island of death,C. Island of pirates,D. Island of ghosts,B,1
Pirates of the Caribbean,"In ""Dead Man's Chest"" Jack Sparrow has a swordfight on a giant wheel that weighs how much?",A. 900 pounds,B. 650 pounds,C. 1800 pounds,D. 1200 pounds,C,1
Pirates of the Caribbean,Which movie was the first film to feature Disney's new computer-generated logo?,A. The Curse of the Black Pearl,B. Dead Man's Chest,C. At World's End,D. On Stranger Tides,B,1
Pirates of the Caribbean,What does Jack say when he shows off his jar of dirt to Davy Jones?,A. I've got a jar of dirt! I've got a jar of dirt! And guess what's inside it!,B. This is my treasure!,C. Dirt from the mainland!,D. Behold my power!,A,1
Pirates of the Caribbean,What does Barbossa say after he transformed into a skeleton in the moonlight to Elizabeth?,A. You'd best start believin' in those ghost stories miss Turner. You're in one.,B. Welcome to the curse!,C. Moonlight reveals all!,D. The pearl is ours!,A,1
Pirates of the Caribbean,What does Jack say after Elizabeth says that rum is vile drink that turns even the most respective men into complete scoundrels?,A. But why is the rum gone?,B. Rum is life!,C. More rum for me!,D. I love rum!,A,1
Pirates of the Caribbean,What does Jack say when Elizabeth's wedding is going to start?,A. A wedding. I love weddings! Drinks all around!,B. Weddings are boring!,C. Let's crash it!,D. Time for rum!,A,1
Pirates of the Caribbean,What does Jack say when he shoots his mirage clone on his ship after his clone fell and the peanut fell out of his hands?,A. My peanut...,B. That's mine!,C. Not the peanut!,D. Oh no!,A,1
Pirates of the Caribbean,What does Jack say a few moments later after Elizabeth says being on this island must've been terrible for you?,A. Must've been terrible for you Jack. Must've been terrible. Well it bloody is now!,B. It's paradise!,C. I love islands!,D. Terrible indeed!,A,1
Pirates of the Caribbean,What is Will wearing when he is rescued?,A. A sword,B. A hat,C. A gold pirate medallion,D. A compass,C,1
Pirates of the Caribbean,Who apprehends Jack after he escapes from Norrington's men?,A. Elizabeth Swann,B. Will Turner,C. Governor Swann,D. Commodore Norrington,B,1
Pirates of the Caribbean,What does Elizabeth say to Will when she is trapped in a jail cell?,A. If it weren't for these bars I'd have you already.,B. Help me escape!,C. I love you!,D. Save me Will!,A,1
Pirates of the Caribbean,In Dead Man's Chest who is Calypso?,A. A pirate queen,B. Greek goddess of the sea,C. A mermaid,D. A witch,B,1
Pirates of the Caribbean,What element did the Flying Dutchman bring to the supernatural in Pirates lore?,A. Ghost ships,B. Cursed sailors underwater,C. Mermaids,D. Krakens,B,1
Pirates of the Caribbean,What device in Port Royal triggers the cursed pirates in the ride?,A. A sword,B. The stolen medallion,C. A compass,D. A map,B,1
Pirates of the Caribbean,What is the name of the town where Will and Elizabeth live?,A. Tortuga,B. Port Royal,C. Nassau,D. Havana,B,1
Pirates of the Caribbean,Who is Will Turner the son of?,A. Hector Barbossa,B. Davy Jones,C. Bootstrap Bill Turner,D. Blackbeard,C,1
Pirates of the Caribbean,What can the pirate Ragetti often be found chasing after?,A. His hat,B. His wooden eye,C. His sword,D. His boot,B,1
Pirates of the Caribbean,What is Will's job?,A. Pirate,B. Blacksmith,C. Soldier,D. Governor,B,1
Pirates of the Caribbean,At the end of The Curse of the Black Pearl Captain Barbossa kills Will Turner. True or false?,A. True,B. False,C. Partially,D. Not mentioned,B,1
Pirates of the Caribbean,On whom did Johnny Depp famously base his characterisation of Jack Sparrow?,A. Errol Flynn,B. Keith Richards,C. Mick Jagger,D. Bugs Bunny,B,1
Pirates of the Caribbean,What is another name for Davy Jones' Locker?,A. The Abyss,B. The Bottom of the Sea,C. Fiddler's Green,D. The Afterlife,B,1
Pirates of the Caribbean,What is Jack Sparrow's most famous quote improvised by Johnny Depp?,A. Why is the rum gone?,B. Savvy?,C. Drink up me hearties!,D. Bring me that horizon,B,1
Pirates of the Caribbean,What magical artifact grants control of the seas in Dead Men’s Chest?,A. The Black Pearl,B. Dead Man's Chest,C. Trident of Poseidon,D. Aztec Gold,C,1
Pirates of the Caribbean,Who was Johnny Depp’s real-life inspiration for Jack Sparrow’s rockstar image?,A. Mick Jagger,B. Keith Richards,C. Ozzy Osbourne,D. David Bowie,B,2
Pirates of the Caribbean,Who portrays the sea witch Tia Dalma who aids the crew in At World's End?,A. Zoe Saldana,B. Penelope Cruz,C. Naomie Harris,D. Keira Knightley,C,2
Pirates of the Caribbean,Which trivia reveals Jack Sparrow improvised 'Savvy'?,A. Geoffrey Rush’s idea,B. Orlando Bloom’s idea,C. Keira Knightley’s idea,D. Johnny Depp’s idea,D,2
Pirates of the Caribbean,Which actor’s moustache was real to save makeup time?,A. Johnny Depp (Jack Sparrow),B. Geoffrey Rush (Barbossa),C. Kevin McNally (Joshamee Gibbs),D. Bill Nighy (Davy Jones),C,2
Pirates of the Caribbean,Who impersonated Johnny Depp's Jack Sparrow on set?,A. Geoffrey Rush,B. Orlando Bloom,C. Keira Knightley,D. Jonathan Pryce,B,2
Pirates of the Caribbean,Which veteran played both young and old Cotton?,A. David Bailie,B. Kevin McNally,C. Martin Klebba,D. Lee Arenberg,A,2
Pirates of the Caribbean,Who wore heavy makeup to avoid looking washed out in the scenes?,A. Orlando Bloom,B. Keira Knightley,C. Johnny Depp,D. Geoffrey Rush,C,2
Pirates of the Caribbean,Who nearly lost her life in Port Royal while filming?,A. Penelope Cruz,B. Naomie Harris,C. Keira Knightley,D. Zoe Saldana,C,2
Pirates of the Caribbean,Who almost played Jack Sparrow before Johnny Depp?,A. Hugh Jackman,B. Robert De Niro,C. Jim Carrey,D. Matthew McConaughey,B,2
Pirates of the Caribbean,Who famously improvised much of Jack Sparrow’s French mayonnaise jokes?,A. Orlando Bloom,B. Geoffrey Rush,C. Johnny Depp,D. Keira Knightley,C,2
Pirates of the Caribbean,Which trivia fact connects turkey jerky and skeleton pirates?,A. Used for props,B. Used for CGI decomposing skin,C. Actor diet,D. Set snack,B,2
Pirates of the Caribbean,What mobile phone camera trick caught the hidden Mickey smoke in Port Royal?,A. Explosion shot,B. Cannonball explosion shot,C. Sword fight,D. Ship sinking,B,2
Pirates of the Caribbean,What was used as fake blood on Will Turner in the sword fight?,A. Ketchup,B. Paint,C. Powdered chocolate,D. Syrup,C,2
Pirates of the Caribbean,Which real ship became the HMS Interceptor in the film series?,A. HMS Victory,B. Lady Washington,C. Santa Maria,D. Golden Hind,B,2
Pirates of the Caribbean,What trivia fact connects Johnny Depp to the Magic Kingdom ride?,A. He designed it,B. He disguised as a ride animatronic once,C. He owns it,D. He rode it first,B,2
Pirates of the Caribbean,What trivia paperback shares trivia on Jack Sparrow's lost hats?,A. They were stolen,B. They were remade from rubber,C. They were leather,D. They were gold,B,2
Pirates of the Caribbean,What important trivia connects Barbossa’s character to sword training?,A. He avoided it,B. Geoffrey Rush trained obsessively,C. He used a stunt double,D. He was injured,B,2
Pirates of the Caribbean,What hidden Mickey can be spotted in the siege scene?,A. In the clouds,B. Cannonball smoke during attack,C. On a flag,D. In the water,B,2
Pirates of the Caribbean,What actor said the pirates were treated like rockstars inspiring Jack’s behavior?,A. Orlando Bloom,B. Geoffrey Rush,C. Keira Knightley,D. Johnny Depp,D,2
Pirates of the Caribbean,Which trivia notes Tia Dalma’s real identity?,A. She is a pirate,B. She is the sea goddess Calypso,C. She is a mermaid,D. She is Elizabeth's mother,B,2
Pirates of the Caribbean,What famous actors almost starred in an early Pirates version pitched by Spielberg?,A. Tom Hanks and Harrison Ford,B. Bill Murray Robin Williams,C. Eddie Murphy and Will Smith,D. Sylvester Stallone and Arnold Schwarzenegger,B,2
Pirates of the Caribbean,Who nearly derailed production complaining about Jack’s odd behavior?,A. Actors,B. Director,C. Disney executives,D. Producers,C,2
Pirates of the Caribbean,What substance was sprayed on Will Turner after sword fighting Jack Sparrow?,A. Water,B. Oil,C. Powdered chocolate,D. Blood,C,2
Pirates of the Caribbean,Which trivia book fact says Barbossa was the only true 'pirate' accent user?,A. Johnny Depp,B. Orlando Bloom,C. Keira Knightley,D. Geoffrey Rush,D,2
Pirates of the Caribbean,What movie series grossed over $4.5 billion worldwide?,A. Harry Potter,B. Pirates of the Caribbean,C. Star Wars,D. Marvel Avengers,B,2
Pirates of the Caribbean,What is the only Pirates movie to not rank in top 50 worldwide grossing films?,A. The Curse of the Black Pearl,B. Dead Man's Chest,C. At World's End,D. Dead Men Tell No Tales,D,2
Pirates of the Caribbean,Which film won Best Visual Effects at the Oscars?,A. The Curse of the Black Pearl,B. Dead Man's Chest,C. At World's End,D. On Stranger Tides,B,2
Pirates of the Caribbean,Which movie won MTV’s Best Male Performance for Johnny Depp?,A. The Curse of the Black Pearl,B. Dead Man's Chest,C. At World's End,D. On Stranger Tides,B,2
Pirates of the Caribbean,What movie faced production delays due to the Writers Guild strike?,A. Dead Man's Chest,B. At World's End,C. On Stranger Tides,D. Dead Men Tell No Tales,D,2
Pirates of the Caribbean,How many Academy Award nominations did The Curse of the Black Pearl receive?,A. 3,B. 5,C. 7,D. 9,B,2
Pirates of the Caribbean,What trivia notes Dead Man’s Chest had the highest global opening of 2006?,A. It broke box office records,B. It flopped,C. It was average,D. It was delayed,A,2
Pirates of the Caribbean,What two characters returned in cameos in Dead Men Tell No Tales?,A. Jack Sparrow and Barbossa,B. Will Turner and Elizabeth Swann,C. Davy Jones and Blackbeard,D. Tia Dalma and Norrington,B,2
Pirates of the Caribbean,What award did Geoffrey Rush win for playing Captain Barbossa?,A. Best Actor Oscar,B. Best Villain MTV nomination,C. Golden Globe,D. Emmy,B,2
Pirates of the Caribbean,Who confirmed a Pirates reboot separate from Jack Sparrow’s crew?,A. Johnny Depp,B. Jerry Bruckheimer,C. Gore Verbinski,D. Keira Knightley,B,2
Pirates of the Caribbean,What female-led movie starring Margot Robbie was announced?,A. Pirates spin-off,B. Treasure Island remake,C. Black Pearl sequel,D. Mermaid tale,A,2
Pirates of the Caribbean,What is the title of the trivia spin-off featuring Giselle and Scarlett?,A. Wedlocked,B. Tales of the Code: Wedlocked,C. Pirate Brides,D. Stranger Tides,B,2
Pirates of the Caribbean,Who said he would only direct Pirates 6 if working with Ted Elliott?,A. Gore Verbinski,B. Rob Marshall,C. Craig Mazin,D. Joachim Rønning,C,2
Pirates of the Caribbean,What planned spin-off would feature a character inspired by Anne Bonny?,A. Margot Robbie's film,B. Ayo Edebiri's rumored film,C. Keira Knightley's return,D. Penelope Cruz sequel,B,2
Pirates of the Caribbean,What was the first Pirates movie with the CGI Walt Disney logo?,A. The Curse of the Black Pearl,B. Dead Man's Chest,C. At World's End,D. On Stranger Tides,B,2
Pirates of the Caribbean,What trivia book note ties to the East India Company branding pirates with a P?,A. On the arm,B. On the forehead,C. On the hand,D. On the chest,B,2
Pirates of the Caribbean,What trivia mentions Lucinda Dryzek sweeping the Port Royal porch?,A. Young Elizabeth actress cameo,B. Director's daughter,C. Extra role,D. Stunt double,A,2
Pirates of the Caribbean,Who wanted Jack Sparrow to fear pepper originally?,A. Orlando Bloom,B. Geoffrey Rush,C. Keira Knightley,D. Johnny Depp,D,2
Pirates of the Caribbean,What Disney ride inspired the movies starring Jack Sparrow?,A. Haunted Mansion,B. Pirates of the Caribbean,C. Splash Mountain,D. It's a Small World,B,2
Pirates of the Caribbean,Which actor based Jack Sparrow's sword-fighting on Muhammad Ali?,A. Orlando Bloom,B. Geoffrey Rush,C. Johnny Depp,D. Jack Davenport,C,2
Pirates of the Caribbean,Who had her cleavage painted daily for the films?,A. Penelope Cruz,B. Naomie Harris,C. Zoe Saldana,D. Keira Knightley,D,2
Pirates of the Caribbean,Whose famous parrot had two bird actors: Chip and Salsa?,A. Jack Sparrow's,B. Hector Barbossa's,C. Cotton's parrot,D. Davy Jones',C,2
Pirates of the Caribbean,What actor was Johnny Depp thrilled to work with as Governor Swann?,A. Jack Davenport,B. Jonathan Pryce,C. Stellan Skarsgård,D. Bill Nighy,B,2
Pirates of the Caribbean,What trivia quiz fact involves Jack being branded a pirate?,A. By the Navy,B. East India Trading Company brands pirates,C. By pirates,D. Self-branded,B,2
Pirates of the Caribbean,"In Dead Man's Chest, what were the bone cages on Cannibal Island made of?",A. Wood or bamboo,B. Plastic or rubber,C. Whale bones or wood,D. Styrofoam or steel,D,2
Pirates of the Caribbean,"In ""Dead Man's Chest"" Jack Sparrow has a swordfight on a giant wheel that weighs how much?",A. 900 pounds,B. 1800 pounds,C. 650 pounds,D. 1200 pounds,B,2
Pirates of the Caribbean,Who advised Orlando Bloom that Will Turner should be uncool unlike Jack Sparrow?,A. Johnny Depp,B. Keira Knightley,C. Geoffrey Rush,D. Gore Verbinski,D,2
Pirates of the Caribbean,How were the cursed pirates' eyes preserved in skeleton form?,A. CGI overlays,B. Real actor eyes scanned,C. Prosthetics,D. Animation,B,2
Pirates of the Caribbean,What famous Lord of the Rings actor helped Orlando Bloom land his role in Pirates?,A. Ian McKellen,B. Viggo Mortensen,C. Geoffrey Rush,D. Elijah Wood,C,2
Pirates of the Caribbean,What Caribbean trivia paperback detail mentions Depp’s final Jack Sparrow look?,A. Less gold teeth,B. More gold teeth added by design,C. No teeth,D. Fake beard,B,2
Pirates of the Caribbean,What Caribbean film series trivia shows Depp based Jack on Bugs Bunny?,A. It influenced his sly movements,B. For humor,C. For accent,D. For walk,A,2
Pirates of the Caribbean,What is the most popular trivia quiz scene involving Jack?,A. Entering Port Royal,B. Bring me that horizon,C. Why is the rum gone,D. Savvy,B,2
Pirates of the Caribbean,How many days did the first movie actually shoot at sea?,A. 30,B. 60,C. Six,D. 90,C,2
Pirates of the Caribbean,What massive tank was unavailable to Pirates because of Master and Commander?,A. Baja California tank,B. Rosarito Baja California tank,C. Malibu tank,D. Hawaii tank,B,2
Pirates of the Caribbean,What actor improvised Jack’s 'eunuch' jokes with crew members?,A. Orlando Bloom,B. Geoffrey Rush,C. Johnny Depp,D. Kevin McNally,C,2
Pirates of the Caribbean,What Caribbean trivia connects the East India Trading Company?,A. They own the seas,B. They brand pirates with a P,C. They build ships,D. They hunt treasure,B,3
Pirates of the Caribbean,Writers Ted Elliott and Terry Rossio pitched the movie to Disney in which decade?,A. 1980s,B. 1990s,C. 2000s,D. 1970s,B,3
Pirates of the Caribbean,Steven Spielberg's top choices for Jack Sparrow included which actor?,A. Tom Hanks,B. Bill Murray,C. Harrison Ford,D. Eddie Murphy,B,3
Pirates of the Caribbean,Johnny Depp used which musician as a model for Jack Sparrow?,A. Mick Jagger,B. Keith Richards,C. David Bowie,D. Ozzy Osbourne,B,3
Pirates of the Caribbean,Casting for Will Turner was between Orlando Bloom and which actor?,A. Tobey Maguire,B. Heath Ledger,C. Jude Law,D. Ewan McGregor,B,3
Pirates of the Caribbean,Keira Knightley was how old during filming?,A. 16,B. 17,C. 18,D. 19,B,3
Pirates of the Caribbean,Johnny Depp's personal tattoos were covered with what?,A. Makeup only,B. Costumes and soot smears,C. Bandages,D. CGI,B,3
Pirates of the Caribbean,During a night shoot a boat carrying Keira Knightley hit what?,A. A rock,B. A reef,C. Another boat,D. A wave,B,3
Pirates of the Caribbean,Zoe Saldana had a negative experience due to what?,A. Weather,B. Feeling disrespected,C. Long hours,D. Script changes,B,3
Pirates of the Caribbean,Johnny Depp proposed extreme ideas like having no what for Jack Sparrow?,A. Eyes,B. Nose,C. Teeth,D. Hair,B,3
Pirates of the Caribbean,Disney's president Michael Eisner was ready to shut down production after which film's failure?,A. Haunted Mansion,B. Country Bears,C. Jungle Cruise,D. Tower of Terror,B,3
Pirates of the Caribbean,Steven Spielberg was interested in directing in the early 1990s but his vision did not match what?,A. Budget,B. Disney’s intentions,C. Script,D. Cast,B,3
Pirates of the Caribbean,Robert De Niro passed on Jack Sparrow fearing what?,A. Bad script,B. The film would flop,C. Long shoot,D. Pirate accent,B,3
Pirates of the Caribbean,Johnny Depp based Jack Sparrow on Keith Richards and which cartoon character?,A. Bugs Bunny,B. Pepe Le Pew,C. Daffy Duck,D. Mickey Mouse,B,3
Pirates of the Caribbean,Geoffrey Rush’s portrayal of Hector Barbossa involved simply putting on what?,A. The beard,B. The hat,C. The coat,D. The boots,B,3
Pirates of the Caribbean,Jack Sparrow’s hat was made of what because originals kept getting lost?,A. Leather,B. Fabric,C. Rubber,D. Plastic,C,3
Pirates of the Caribbean,Keira Knightley’s cleavage was what for her role?,A. Enhanced with CGI,B. Painted on her body,C. Prosthetic,D. Ignored,B,3
Pirates of the Caribbean,Keira Knightley believed the movie would what?,A. Succeed,B. Flop,C. Be average,D. Win Oscars,B,3
Pirates of the Caribbean,Gore Verbinski convinced Jack Davenport by arguing the film could be the best pirate movie in how many years?,A. 20,B. 50,C. 30,D. 40,B,3
Pirates of the Caribbean,Zoe Saldaña had a negative experience due to the production's what?,A. Scale and pace,B. Weather,C. Cast,D. Director,A,3
Pirates of the Caribbean,Disney was skeptical about making a movie based on what?,A. A book,B. A theme park ride,C. A game,D. A comic,B,3
Pirates of the Caribbean,Johnny Depp thought Disney wanted to fire him accusing him of what?,A. Being late,B. Being inebriated,C. Bad acting,D. Improvising,B,3
Pirates of the Caribbean,Disney considered putting what on screen whenever Jack Sparrow speaks?,A. Translations,B. Subtitles,C. Explanations,D. Warnings,B,3
Pirates of the Caribbean,On Stranger Tides had a reported budget of how much making it the most expensive movie?,A. $200 million,B. $379 million,C. $300 million,D. $250 million,B,3
Pirates of the Caribbean,James McAvoy said the Pirates franchise nearly destroyed whose career?,A. Orlando Bloom's,B. Keira Knightley's,C. Johnny Depp's,D. Geoffrey Rush's,B,3
Pirates of the Caribbean,Mickey Mouse easter eggs include smoke plume in the first film morphing into what?,A. Donald Duck,B. Mickey’s head,C. Goofy,D. Pluto,B,3
Pirates of the Caribbean,In the second film the chest Jack opens has a lock reminiscent of what?,A. A ship,B. Mickey Mouse,C. A skull,D. A heart,B,3
Pirates of the Caribbean,In At World’s End Sao Feng’s map has a nod to what in the corner?,A. A pirate flag,B. Mickey Mouse,C. A compass,D. A treasure chest,B,3
Pirates of the Caribbean,Geoffrey Rush was obsessed with standing to the right of Keira Knightley to be on which side of the screen?,A. Right,B. Left,C. Center,D. Bottom,B,3
Pirates of the Caribbean,Screenwriter Stuart Beattie looked to which actor when creating Captain Jack Sparrow?,A. Robert De Niro,B. Hugh Jackman,C. Jim Carrey,D. Matthew McConaughey,B,3
Pirates of the Caribbean,Other actors considered for Jack Sparrow included which?,A. Tom Cruise,B. Jim Carrey,C. Brad Pitt,D. Leonardo DiCaprio,B,3
Pirates of the Caribbean,Tom Hiddleston auditioned for the role of whom?,A. Jack Sparrow,B. Will Turner,C. Hector Barbossa,D. James Norrington,B,3
Pirates of the Caribbean,Keira Knightley wanted to do what in the first film but wasn’t allowed?,A. Sing,B. Sword fight,C. Dance,D. Swim,B,3
Pirates of the Caribbean,Captain Barbossa’s return in Dead Man’s Chest was hidden from whom?,A. The director,B. The cast,C. The producers,D. The audience,B,3
Pirates of the Caribbean,Depp based Jack Sparrow's character partly on whom who made a cameo in the third film?,A. Mick Jagger,B. Keith Richards,C. Ozzy Osbourne,D. Elton John,B,3
Pirates of the Caribbean,Items from the films like Jack Sparrow have been added to which ride?,A. Jungle Cruise,B. Disneyland ride,C. Haunted Mansion,D. Space Mountain,B,3
Pirates of the Caribbean,The Curse of the Black Pearl was the first movie to premiere where?,A. Hollywood,B. At Disneyland,C. New York,D. London,B,3
Pirates of the Caribbean,The role of Will Turner was between Heath Ledger and whom?,A. Tobey Maguire,B. Orlando Bloom,C. Jude Law,D. Ewan McGregor,B,3
Pirates of the Caribbean,The role of Jack Sparrow was originally written for whom?,A. Robert De Niro,B. Hugh Jackman,C. Jim Carrey,D. Matthew McConaughey,B,3
Pirates of the Caribbean,Knightley was 17 during filming and her mother did what?,A. Directed scenes,B. Accompanied her to the shoot,C. Played a role,D. Wrote script,B,3
Pirates of the Caribbean,The military fort in the first film was built where?,A. Caribbean,B. Palos Verdes Calif.,C. Florida,D. Hawaii,B,3
Pirates of the Caribbean,A bar in Saint Vincent features what from the film?,A. A sword,B. The mast Jack Sparrow uses,C. A hat,D. A compass,B,3
Pirates of the Caribbean,Penelope Cruz was pregnant during On Stranger Tides and her sister served as what?,A. Stunt double,B. Body double for wide shots,C. Dialogue coach,D. Director,B,3
Pirates of the Caribbean,Depp improvised Jack's recurring what?,A. Walk,B. Savvy,C. Accent,D. Laugh,B,3
Pirates of the Caribbean,The movie was released in what year?,A. 2001,B. 2003,C. 2005,D. 2007,B,3
Pirates of the Caribbean,It was inspired by the famous what ride?,A. Space Mountain,B. Disneyland ride,C. Big Thunder Mountain,D. Splash Mountain,B,3
Pirates of the Caribbean,The film’s budget was how much?,A. $100 million,B. $140 million,C. $200 million,D. $300 million,B,3
Pirates of the Caribbean,The movie grossed over how much worldwide?,A. $500 million,B. $654 million,C. $800 million,D. $1 billion,B,3
Pirates of the Caribbean,It was nominated for how many Academy Awards?,A. 3,B. 5,C. 7,D. 9,B,3
Pirates of the Caribbean,Keira Knightley was only how old when she played Elizabeth Swann?,A. 16,B. 17,C. 18,D. 19,B,3
Pirates of the Caribbean,Geoffrey Rush believed viewers watched the screen how?,A. Top to bottom,B. From left to right,C. Right to left,D. Center out,B,3
Pirates of the Caribbean,Robert De Niro was offered Jack Sparrow but did what?,A. Accepted,B. Declined,C. Considered,D. Ignored,B,3
Pirates of the Caribbean,Jack Sparrow’s hats transitioned to what because Depp kept losing them?,A. Leather,B. Fabric,C. Rubber,D. Plastic,C,3
Jurassic Park,"Who is the billionaire founder of Jurassic Park who says 'Spare no expense'?","A) John Hammond","B) Peter Ludlow","C) Simon Masrani","D) Benjamin Lockwood","A",1
Jurassic Park,"What year was the first Jurassic Park movie released?","A) 1990","B) 1993","C) 1995","D) 1997","B",1
Jurassic Park,"What is the name of the hybrid dinosaur in Jurassic World?","A) Indoraptor","B) Indominus Rex","C) Spinosaurus","D) Mosasaurus","B",1
Jurassic Park,"What is the name of the theme park in Jurassic World?","A) Jurassic Park","B) Dino World","C) Jurassic World","D) Isla Park","C",1
Jurassic Park,"Which two dinosaurs' DNA were primarily used to create the Indominus Rex?","A) Stegosaurus and Brachiosaurus","B) T-Rex and Velociraptor","C) Triceratops and Pteranodon","D) Ankylosaurus and Compsognathus","B",1
Jurassic Park,"Who directed Jurassic Park III?","A) Steven Spielberg","B) Colin Trevorrow","C) Joe Johnston","D) J.A. Bayona","C",1
Jurassic Park,"What is the name of the animated series set in the Jurassic World universe?","A) Dino Adventures","B) Jurassic World: Camp Cretaceous","C) Raptor Tales","D) Prehistoric Park","B",1
Jurassic Park,"Which dinosaur kills Cooper in Jurassic Park III?","A) T-Rex","B) Velociraptor","C) Spinosaurus","D) Pteranodon","C",1
Jurassic Park,"Who plays Owen Grady in Jurassic World?","A) Chris Pratt","B) Sam Neill","C) Jeff Goldblum","D) Bryce Dallas Howard","A",1
Jurassic Park,"What is the name of the famous T-Rex in the Jurassic Park series?","A) Rexy","B) Big Bertha","C) Tyranno","D) Queen Rex","A",1
Jurassic Park,"On which island is Jurassic Park located?","A) Isla Sorna","B) Isla Nublar","C) Isla Pena","D) Isla Matanceros","B",1
Jurassic Park,"What is the title of the second Jurassic Park movie?","A) Jurassic Park III","B) Jurassic World","C) The Lost World: Jurassic Park","D) Fallen Kingdom","C",1
Jurassic Park,"Who directed the original Jurassic Park?","A) Joe Johnston","B) Steven Spielberg","C) Colin Trevorrow","D) J.A. Bayona","B",1
Jurassic Park,"What type of animals are on display at Jurassic Park?","A) Mythical creatures","B) Cloned dinosaurs","C) Extinct mammals","D) Giant insects","B",1
Jurassic Park,"Who is the paleontologist protagonist in the first movie?","A) Ian Malcolm","B) Owen Grady","C) Alan Grant","D) Henry Wu","C",1
Jurassic Park,"Who is the chaos theorist in Jurassic Park?","A) Alan Grant","B) Ian Malcolm","C) Ellie Sattler","D) John Hammond","B",1
Jurassic Park,"Who is the paleobotanist in the first Jurassic Park?","A) Claire Dearing","B) Sarah Harding","C) Ellie Sattler","D) Zia Rodriguez","C",1
Jurassic Park,"What country is Isla Nublar located off the coast of?","A) Mexico","B) Costa Rica","C) Brazil","D) Panama","B",1
Jurassic Park,"Who plays Alan Grant?","A) Jeff Goldblum","B) Chris Pratt","C) Sam Neill","D) BD Wong","C",1
Jurassic Park,"Who plays Ellie Sattler?","A) Bryce Dallas Howard","B) Laura Dern","C) Ariana Richards","D) Isabella Sermon","B",1
